PMCID,Field,JSON_Value,TSV_Value
PMC10785655,publication/doi,10.1016/j.artmed.2020.101855,10.1016/j.ibmed.2023.100118
PMC8757162,publication/title,Inteligência artificial na doença coronariana,Validation of an Artificial Intelligence Algorithm for Diagnostic Prediction of Coronary Disease: Comparison with a Traditional Statistical Model.
PMC8757162,publication/authors,"The authors who contributed to the article are:

- Correia et al. The specific names of the authors are not provided, but the lead author is Correia. The contributions of each author are not detailed in the available information.","Correia L, Lopes D, Porto JV, Lacerda YF, Correia VCA, Bagano GO, Pontes BSB, Melo MHV, Silva TEA, Meireles AC"
PMC8757162,publication/journal,Arq Bras Cardiol.,Arquivos brasileiros de cardiologia
PMC8757162,publication/doi,Not enough information is available.,10.36660/abc.20200302
PMC11601025,publication/title,Machine learning‐enhanced HRCT analysis for diagnosis and severity assessment in pediatric asthma,Machine learning-enhanced HRCT analysis for diagnosis and severity assessment in pediatric asthma.
PMC11601025,publication/authors,"The authors who contributed to the article are:

Maria De Filippo, who contributed to the conceptualization, supervision, and funding acquisition for the study.

Salvatore Fasola, who contributed to the investigation and data curation.

Federica De Matteis, who contributed to the investigation and data curation.

Maria Sole Prevedoni Gorone, who contributed to the investigation and data curation.

Lorenzo Preda, who contributed to the supervision and review and editing of the manuscript.

Martina Votto, who contributed to the investigation, writing of the original draft, and data curation.

Velia Malizia, who contributed to the writing of the original draft.

Gian Luigi Marseglia, who contributed to the supervision and review and editing of the manuscript.

Stefania La Grutta, who contributed to the supervision, conceptualization, and review and editing of the manuscript.

Amelia Licari, who contributed to the conceptualization, supervision, funding acquisition, investigation, and writing of the original draft and review and editing of the manuscript.","De Filippo M, Fasola S, De Matteis F, Gorone MSP, Preda L, Votto M, Malizia V, Marseglia GL, La Grutta S, Licari A"
PMC11601025,publication/journal,Pediatric Pulmonology,Pediatric pulmonology
PMC8006198,publication/title,Machine Learning as a Precision-Medicine Approach to Prescribing COVID-19 Pharmacotherapy with Remdesivir or Corticosteroids,Machine Learning as a Precision-Medicine Approach to Prescribing COVID-19 Pharmacotherapy with Remdesivir or Corticosteroids.
PMC8006198,publication/authors,"The authors who contributed to the article are:

Carson Lam, MD

Anna Siefkas, SM

Nicole S. Zelin, MD

Gina Barnes, MPH

R. Phillip Dellinger, MD

Jean-Louis Vincent, MD, PhD

Gregory Braden, MD

Hoyt Burdick, MD

Jana Hoffman, PhD

Jacob Calvert, MSc

Qingqing Mao, PhD

Ritankar Das, MSc

The specific contributions of each author to the paper are not detailed.","Lam C, Siefkas A, Zelin NS, Barnes G, Dellinger RP, Vincent JL, Braden G, Burdick H, Hoffman J, Calvert J, Mao Q, Das R"
PMC8006198,publication/journal,Clinical Therapeutics,Clinical therapeutics
PMC8006198,publication/doi,https://doi.org/10.1016/j.clinthera.2021.03.016,10.1016/j.clinthera.2021.03.016
PMC5526294,publication/title,Not enough information is available.,Discovery and validation of a colorectal cancer classifier in a new blood test with improved performance for high-risk subjects.
PMC5526294,publication/authors,"The authors who contributed to the article are as follows:

Lars J. Croner designed the study, supervised the classifier analyses, ran classifier analyses, and drafted the paper.

Rikke D. Jensen supervised the assay development and laboratory data collection.

Anders Krag supervised the classifier analyses and ran classifier analyses.

Søren N. Kjær built the laboratory automation framework and evaluated laboratory data.

Rasmus B. Jensen contributed to study design and analytic choices.

Ib J. Christensen participated in the design of the Endoscopy II study and compiled the patient data set.

Hans J. Nielsen conceived, initiated, and was the Principal Investigator for the Endoscopy II study.

Jens E. Bøttcher oversaw strategic and analytic decisions.

Bjarne W. Kromann oversaw strategic and laboratory decisions.

All authors read and approved the final manuscript.","Croner LJ, Dillon R, Kao A, Kairs SN, Benz R, Christensen IJ, Nielsen HJ, Blume JE, Wilcox B"
PMC5526294,publication/journal,Clinical Proteomics,Clinical proteomics
PMC5526294,publication/doi,Not enough information is available.,10.1186/s12014-017-9163-z
PMC9188460,publication/title,Long-time prediction of arrhythmic cardiac action potentials using recurrent neural networks and reservoir computing,A machine-learning approach for long-term prediction of experimental cardiac action potential time series using an autoencoder and echo state networks.
PMC9188460,publication/authors,"The authors who contributed to the article are Shahrokh Shahi, Flavio H. Fenton, and Elizabeth M. Cherry. Shahrokh Shahi is the corresponding author and is affiliated with the School of Computational Science and Engineering at the Georgia Institute of Technology. Flavio H. Fenton is associated with the School of Physics at the Georgia Institute of Technology. Elizabeth M. Cherry is also affiliated with the School of Computational Science and Engineering at the Georgia Institute of Technology. The article focuses on a machine-learning approach for long-term prediction of experimental cardiac action potential time series using an autoencoder and echo state networks.","Shahi S, Fenton FH, Cherry EM"
PMC9188460,publication/journal,Chaos,"Chaos (Woodbury, N.Y.)"
PMC9673279,publication/title,Quantitative bone imaging biomarkers and joint space analysis of the articular fossa in temporomandibular joint osteoarthritis using artificial intelligence models,Quantitative bone imaging biomarkers and joint space analysis of the articular Fossa in temporomandibular joint osteoarthritis using artificial intelligence models.
PMC9673279,publication/authors,"The authors who contributed to this article are:

- Tamara Mackie, who was involved in data curation, investigation, methodology, formal analysis, project administration, and writing the original draft.
- Najla Al Turkestani, who contributed to data curation, project administration, investigation, methodology, formal analysis, and manuscript review and editing.
- Jonas Bianchi, who contributed to data curation, project administration, investigation, methodology, formal analysis, and manuscript review and editing.
- Tengfei Li, who contributed to methodology, formal analysis, and manuscript review and editing.
- Antonio Ruellas, who contributed to investigation, methodology, formal analysis, and manuscript review and editing.
- Marcela Gurgel, who contributed to investigation, methodology, formal analysis, and manuscript review and editing.
- Erika Benavides, who contributed to investigation, methodology, formal analysis, and manuscript review and editing.
- Fabiana Soki, who contributed to investigation, methodology, formal analysis, and manuscript review and editing.
- Lucia Cevidanes, who contributed to conceptualization, investigation, methodology, formal analysis, funding acquisition, project administration, and manuscript review and editing.","Mackie T, Al Turkestani N, Bianchi J, Li T, Ruellas A, Gurgel M, Benavides E, Soki F, Cevidanes L"
PMC9673279,publication/journal,Front Dent Med.,Frontiers in dental medicine
PMC8678829,publication/title,Not enough information is available.,Detection of abnormal left ventricular geometry in patients without cardiovascular disease through machine learning: An ECG-based approach.
PMC8678829,publication/authors,"The authors who contributed to this article are:

Eleni Angelaki, who was involved in conceptualization, validation, analysis, writing the original draft, project administration, and reviewing and editing the manuscript.

Maria Marketou, who contributed to conceptualization, validation, data collection, data curation, writing the original draft, project administration, and reviewing and editing the manuscript.

Georgios Barmparis, who was involved in conceptualization, validation, analysis, and data curation.

Alexandros Patrianakos, who contributed to validation, data collection, and data curation.

Panos Vardas, who participated in validation and reviewing and editing the manuscript.

Fragiskos Parthenakis, who was involved in validation, data curation, and supervision.

Giorgos Tsironis, who contributed to conceptualization, validation, analysis, data curation, supervision, and reviewing and editing the manuscript.","Angelaki E, Marketou ME, Barmparis GD, Patrianakos A, Vardas PE, Parthenakis F, Tsironis GP"
PMC8678829,publication/journal,Not enough information is available.,"Journal of clinical hypertension (Greenwich, Conn.)"
PMC8678829,publication/doi,Not enough information is available.,10.1111/jch.14200
PMC9386205,publication/title,Not enough information is available.,Machine learning models for non-invasive glucose measurement: towards diabetes management in smart healthcare.
PMC9386205,publication/authors,Not enough information is available.,"Agrawal H, Jain P, Joshi AM"
PMC9386205,publication/journal,Health and Technology,Health and technology
PMC11705500,publication/title,Postoperative Apnea-Hypopnea Index Prediction of Velopharyngeal Surgery Based on Machine Learning,Postoperative Apnea-Hypopnea Index Prediction of Velopharyngeal Surgery Based on Machine Learning.
PMC11705500,publication/authors,"The authors who contributed to the article are:

- Jingyuan You, who was involved in study design, data search, collection and analysis, writing the original draft, writing the final draft, and final approval.
- Juan Li, who contributed to study design, writing the original draft, manuscript revision, and final approval.
- Yingqian Zhou, who participated in data collection, manuscript revision, and final approval.
- Xin Cao, who was responsible for data analysis, manuscript revision, and final approval.
- Chunmei Zhao, who contributed to data collection, data curation, manuscript revision, and final approval.
- Yuanhuan Zhang, who participated in data collection, data curation, manuscript revision, and final approval.
- Jingying Ye, who was involved in study design, writing the original draft, writing the final draft, and final approval.","You J, Li J, Zhou Y, Cao X, Zhao C, Zhang Y, Ye J"
